city,country,latitude,longitude,culture,adventure,nature,beaches,nightlife,cuisine,wellness,urban,seclusion,temp_avg_yearly,budget_level_encoded,HotelRating_encoded,rating_was_unknown,has_airport,is_short_trip,is_one_week,region_africa,region_asia,region_europe,region_middle_east,region_north_america,region_oceania,region_south_america,name,iata,icao,latitude_airport,longitude_airport,HotelName,Attractions
Colmar,France,48.0777517,7.3579641,4,2,3,1,2,4,3,2,4,12.275,2,3.0,1,1,1,0,False,False,True,False,False,False,False,Colmar-Houssen Airport,CMR,LFGA,48.109901428222656,7.359010219573975,Little Bartholdi,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Saint-Matthews Protestant Church - 0.1 km / 0.1 mi <br /> Collegiale St-Martin - 0.2 km / 0.1 mi <br /> Bartholdi Museum - 0.2 km / 0.1 mi <br /> Colmar Covered Market - 0.3 km / 0.2 mi <br /> Little Venice - 0.3 km / 0.2 mi <br /> Toy Museum of Colmar - 0.4 km / 0.2 mi <br /> The Dominican Church - 0.4 km / 0.3 mi <br /> Parc du Champ de Mars - 0.5 km / 0.3 mi <br /> Unterlinden Museum - 0.6 km / 0.4 mi <br /> House of the Heads - 0.6 km / 0.4 mi <br /> Theater Colmar - 0.6 km / 0.4 mi <br /> Colmar Expo - 3 km / 1.9 mi <br /> Ballons des Vosges Nature Park - 3.1 km / 1.9 mi <br /> Andre Stentz Winery - 6.5 km / 4 mi <br /> Wolfberger Winery - 7.6 km / 4.7 mi <br /> </p>
Frankfurt,Germany,50.1106444,8.6820917,4,2,3,1,4,4,3,5,2,12.216666666666667,2,3.0,0,1,1,1,False,False,True,False,False,False,False,Frankfurt am Main Airport,FRA,EDDF,50.033333,8.570556,Favored Hotel Scala Frankfurt,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>MyZeil - 0.5 km / 0.3 mi <br /> Eschenheimer Tower - 0.5 km / 0.3 mi <br /> Museumsufer - 0.5 km / 0.3 mi <br /> Museum MMK for Modern Art - 0.5 km / 0.3 mi <br /> Hauptwache - 0.7 km / 0.4 mi <br /> Frankfurt Cathedral - 0.7 km / 0.5 mi <br /> Stock Exchange - 0.8 km / 0.5 mi <br /> Schirn Art Museum - 0.8 km / 0.5 mi <br /> Berger Strasse - 0.8 km / 0.5 mi <br /> Grosse Bockenheimer Strasse - 0.8 km / 0.5 mi <br /> Römerberg - 0.9 km / 0.5 mi <br /> Goethestrasse - 0.9 km / 0.5 mi <br /> Frankfurt Christmas Market - 0.9 km / 0.6 mi <br /> St. Paul s Church - 0.9 km / 0.6 mi <br /> Old Nicholas Church - 1 km / 0.6 mi <br /> </p><p>The nearest airports are:<br />Frankfurt Airport (FRA) - 14.5 km / 9 mi<br /> Mainz (QFZ-Mainz Finthen) - 52.6 km / 32.7 mi<br /> </p><p>The preferred airport for Hotel Scala Frankfurt City is Frankfurt Airport (FRA). </p>
Toulouse,France,43.6044622,1.4442469,4,3,3,2,4,4,3,4,2,14.691666666666668,2,3.0,0,1,1,1,False,False,True,False,False,False,False,Toulouse-Francazal (BA 101) Air Base,\N,LFBF,43.54560089111328,1.3674999475479126,Residhome Toulouse Ponts Jumeaux,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Canal du Midi - 0.3 km / 0.2 mi <br /> Canal de Brienne - 0.4 km / 0.3 mi <br /> Toulouse Business School - 1.1 km / 0.7 mi <br /> Japanese Garden Toulouse - 1.2 km / 0.8 mi <br /> Pierre Baudis Congress Center - 1.2 km / 0.8 mi <br /> Palais des Sports - 1.4 km / 0.9 mi <br /> Saint-Pierre des Cuisines Church - 1.6 km / 1 mi <br /> Banks of the Garonne - 1.7 km / 1.1 mi <br /> Le Fil a Plomb - 1.8 km / 1.1 mi <br /> University of Toulouse I - 1.9 km / 1.2 mi <br /> Centre de l Affiche - 2 km / 1.2 mi <br /> Cafe Theatre Les Minimes - 2 km / 1.2 mi <br /> Saint Raymond Museum - 2 km / 1.2 mi <br /> Ernest-Wallon Stadium - 2.1 km / 1.3 mi <br /> Basilica of Saint-Sernin - 2.1 km / 1.3 mi <br /> </p><p>The nearest major airport is Blagnac Airport (TLS) - 7.6 km / 4.7 mi</p>
Luxor,Egypt,25.702096,32.647186,5,3,3,1,2,4,2,3,3,26.383333333333336,1,3.0,1,1,1,1,True,False,False,False,False,False,False,Luxor International Airport,LXR,HELX,25.671,32.7066,Oasis Hotel,Not specified
Sibiu,Romania,45.7973912,24.1519202,4,3,4,1,3,3,3,3,4,10.866666666666667,1,3.0,0,1,1,0,False,False,True,False,False,False,False,Sibiu International Airport,SBZ,LRSB,45.78559875488281,24.09129905700684,Hotel Imparatul Romanilor,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Brukenthal National Museum - 0.1 km / 0.1 mi <br /> Piata Mare - 0.2 km / 0.2 mi <br /> Banca Agricola - 0.3 km / 0.2 mi <br /> Potters Tower - 0.3 km / 0.2 mi <br /> Franz Binder Museum of World Ethnology - 0.3 km / 0.2 mi <br /> History Museum - 0.3 km / 0.2 mi <br /> Council Tower - 0.3 km / 0.2 mi <br /> Carpenters Tower - 0.4 km / 0.2 mi <br /> Evangelical Cathedral - 0.4 km / 0.2 mi <br /> Biserica Evanghelica - 0.4 km / 0.2 mi <br /> Memorandumists Plaque - 0.4 km / 0.3 mi <br /> Pharmaceutical Museum - 0.4 km / 0.3 mi <br /> Liar s Bridge - 0.5 km / 0.3 mi <br /> Holy Trinity Cathedral - 0.5 km / 0.3 mi <br /> Fortified Church of Biertan - 0.5 km / 0.3 mi <br /> </p><p>The preferred airport for Hotel Imparatul Romanilor is Sibiu (SBZ) - 4.8 km / 3 mi </p>
Mombasa,Kenya,-4.05052,39.667169,4,4,4,5,3,4,3,3,3,26.958333333333332,2,1.0,0,1,1,1,True,False,False,False,False,False,False,Mombasa Moi International Airport,MBA,HKMO,-4.034830093383789,39.594200134277344,Shimoni Reef Lodge,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Shimba Hills National Reserve - 42.6 km / 26.5 mi <br /> Diani Beach - 51.6 km / 32.1 mi <br /> </p><p>The nearest airports are:<br />Ukunda (UKA) - 57.4 km / 35.7 mi<br /> Mombasa (MBA-Moi Intl.) - 90.9 km / 56.5 mi<br /> </p><p>The preferred airport for Shimoni Reef Lodge is Mombasa (MBA-Moi Intl.). </p>
Cuzco,Peru,-13.51695415,-71.97927120704406,5,4,5,1,3,4,3,3,3,12.883333333333333,1,2.0,0,1,1,1,False,False,False,False,False,False,True,Alejandro Velasco Astete International Airport,CUZ,SPZO,-13.535699844400002,-71.9387969971,Pakcha Real-san Blas,Distances are calculated in a straight line from the property&apos;s location to the point of interest or attraction  and may not reflect actual travel distance. &lt;br /&gt;&lt;br /&gt; Distances are displayed to the nearest 0.1 mile and kilometer. &lt;p&gt;Pre-Columbian Art Museum - 0.3 km / 0.2 mi &lt;br /&gt;San Blas Church - 0.3 km / 0.2 mi &lt;br /&gt;Hatunrumiyoc - 0.4 km / 0.2 mi &lt;br /&gt;Museum of Religious Art - 0.4 km / 0.2 mi &lt;br /&gt;Inca Museum - 0.4 km / 0.3 mi &lt;br /&gt;Cusco Cathedral - 0.5 km / 0.3 mi &lt;br /&gt;UNSAAC Yale International Center - 0.5 km / 0.3 mi &lt;br /&gt;Plaza de Armas - 0.5 km / 0.3 mi &lt;br /&gt;Church of the Company of Jesus - 0.6 km / 0.3 mi &lt;br /&gt;Santa Catalina Convent - 0.6 km / 0.4 mi &lt;br /&gt;Kusicancha - 0.6 km / 0.4 mi &lt;br /&gt;Museo de Plantas Sagradas Magicas y Medicinales - 0.7 km / 0.4 mi &lt;br /&gt;Cusco Museum of Popular Art - 0.7 km / 0.4 mi &lt;br /&gt;Museum of Contemporary Art - 0.7 km / 0.4 mi &lt;br /&gt;La Merced Church - 0.7 km / 0.5 mi &lt;br /&gt;&lt;/p&gt;&lt;p&gt;The preferred airport for Hostal Pakcha Real is Cusco (CUZ-Alejandro Velasco Astete Intl.) - 4.5 km / 2.8 mi. &lt;/p&gt;
Buenos Aires,Argentina,-34.6083696,-58.4440583,5,3,2,2,5,5,3,5,2,18.566666666666666,2,2.0,0,1,0,1,False,False,False,False,False,False,True,Jorge Newbery Airpark,AEP,SABE,-34.5592,-58.4156,Estancia La Morena,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Manuel Belgrano Plaza - 5.7 km / 3.5 mi <br /> Regional History Muesum Distric Ezeiza - 6.4 km / 4 mi <br /> Municipal of Ezeiza Plaza - 7.9 km / 4.9 mi <br /> Estadio Velez Sarsfield - 37.6 km / 23.3 mi <br /> Automotive Museum - 38.3 km / 23.8 mi <br /> Centenario Park - 40.1 km / 24.9 mi <br /> Argentine National Congress - 42.7 km / 26.5 mi <br /> Palermo Soho - 43.2 km / 26.8 mi <br /> Santa Fe Avenue - 43.4 km / 26.9 mi <br /> Armenia Square - 43.7 km / 27.2 mi <br /> Xul Solar Museum - 43.8 km / 27.2 mi <br /> Alto Palermo Shopping Center - 43.8 km / 27.2 mi <br /> Casa Minima - 44.1 km / 27.4 mi <br /> Illuminated Block - 44.1 km / 27.4 mi <br /> Lezama Park - 44.2 km / 27.4 mi <br /> </p><p>The nearest airports are:<br />Buenos Aires (EZE-Ministro Pistarini Intl.) - 16.8 km / 10.4 mi<br /> Buenos Aires (AEP-Aeroparque Jorge Newbery) - 57.3 km / 35.6 mi<br /> </p><p>The preferred airport for Estancia La Morena - Hostel is Buenos Aires (EZE-Ministro Pistarini Intl.). </p>
Vienna,Austria,48.2083537,16.3725042,5,2,3,1,4,5,4,5,2,12.708333333333334,2,3.0,0,1,1,1,False,False,True,False,False,False,False,Vienna International Airport,VIE,LOWW,48.110298156738,16.569700241089,Derag Livinghotel Kaiser Franz Joseph Vienna,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Setagaya Park - 1.2 km / 0.8 mi <br /> Turkenschanzpark - 1.4 km / 0.9 mi <br /> Grinzinger Friedhof - 1.4 km / 0.9 mi <br /> Beethoven-Heiligenstadter-Testament - 2.1 km / 1.3 mi <br /> Fernwärme - 2.3 km / 1.4 mi <br /> Danube River - 2.3 km / 1.4 mi <br /> Beethovengang - 2.4 km / 1.5 mi <br /> District Heating Plant Spittelau - 2.5 km / 1.6 mi <br /> Theater des Augenblicks - 2.5 km / 1.6 mi <br /> Schubert Geburtshaus - 2.6 km / 1.6 mi <br /> Volksoper Vienna - 3 km / 1.8 mi <br /> Sisi Kapelle - 3.4 km / 2.1 mi <br /> Vienna General Hospital - 3.9 km / 2.4 mi <br /> Millennium City - 4 km / 2.5 mi <br /> Sigmund Freud Museum - 4.1 km / 2.5 mi <br /> </p><p>The preferred airport for Living Hotel Kaiser Franz Joseph is Vienna International Airport (VIE) - 28.1 km / 17.4 mi </p>
Baku,Azerbaijan,40.3755885,49.8328009,4,3,3,2,4,4,3,4,2,15.991666666666667,2,4.0,0,1,1,1,False,True,False,False,False,False,False,Heydar Aliyev International Airport,GYD,UBBB,40.46749877929688,50.04669952392578,Lake Palace Hotel Baku,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Baku Mall - 0.7 km / 0.4 mi <br /> Baku State University - 1.2 km / 0.8 mi <br /> Nizami Street - 3.3 km / 2 mi <br /> Baku City Circuit - 3.3 km / 2.1 mi <br /> Philarmonia Garden - 3.7 km / 2.3 mi <br /> Azerbaijan State Philharmonic Hall - 3.7 km / 2.3 mi <br /> Palace of the Shirvan Shahs - 3.8 km / 2.3 mi <br /> Fountain Square - 3.8 km / 2.4 mi <br /> Flame Towers - 3.8 km / 2.4 mi <br /> Sabir Park - 3.9 km / 2.4 mi <br /> Nizami Museum - 3.9 km / 2.4 mi <br /> Central Botanical Garden - 4 km / 2.5 mi <br /> Upland Park - 4.2 km / 2.6 mi <br /> Heydar Aliyev Palace - 4.2 km / 2.6 mi <br /> Maiden s Tower - 4.3 km / 2.7 mi <br /> </p><p>The preferred airport for Lake Palace Hotel is Baku (GYD-Heydar Aliyev Intl.) - 28.6 km / 17.8 mi </p>
Minsk,Belarus,53.9024716,27.5618225,3,2,3,1,3,3,2,3,3,11.544444444444444,1,3.0,0,1,1,0,False,False,True,False,False,False,False,Minsk 1 Airport,MHP,UMMM,53.86449813842773,27.53969955444336,Hotel Yubileiny,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Belarusian State Museum of the History of the Great Patriotic War - 0.9 km / 0.5 mi <br /> Cathedral of the Holy Spirit - 1.1 km / 0.7 mi <br /> Minsk City Hall - 1.2 km / 0.7 mi <br /> Cathedral of Saint Virgin Mary - 1.2 km / 0.7 mi <br /> Island of Tears - 1.3 km / 0.8 mi <br /> Museum of the Great Patriotic War - 1.5 km / 0.9 mi <br /> National Opera and Ballet of Belarus - 1.5 km / 0.9 mi <br /> GUM - 1.5 km / 1 mi <br /> Palace of the Republic - 1.6 km / 1 mi <br /> Kilometre Zero - 1.7 km / 1.1 mi <br /> The National Art Museum of the Republic of Belarus - 1.8 km / 1.1 mi <br /> National Academic Theatre of Yanka Kupala - 1.8 km / 1.1 mi <br /> Belarusian State Circus - 1.9 km / 1.2 mi <br /> Museum of the History of Belarusian Cinema - 2 km / 1.2 mi <br /> Gorky Park - 2.1 km / 1.3 mi <br /> </p><p>The preferred airport for Hotel Yubileiny is Minsk (MSQ-Minsk Intl.) - 44 km / 27.3 mi </p>
Santa Cruz,Bolivia,-17.333333,-61.5,3,4,4,2,3,3,3,3,3,27.325,1,5.0,0,1,1,1,False,False,False,False,False,False,True,Viru Viru International Airport,VVI,SLVR,-17.6448,-63.135399,House Inn Apart Hotel,Not specified
Quito,Ecuador,-0.2201641,-78.5123274,5,4,4,2,3,4,3,3,3,13.975,1,2.0,0,1,1,1,False,False,False,False,False,False,True,Mariscal Sucre International Airport,UIO,SEQM,-0.129166666667,-78.3575,La Casa del Centro,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>La Merced Church - 0.4 km / 0.2 mi <br /> San Francisco Church - 0.4 km / 0.3 mi <br /> Plaza de San Francisco - 0.4 km / 0.3 mi <br /> Colonial Art Museum - 0.5 km / 0.3 mi <br /> Casa del Alabado - 0.5 km / 0.3 mi <br /> Museo Casa de Sucre - 0.6 km / 0.3 mi <br /> El Centro Cultural Metropolitano - 0.6 km / 0.3 mi <br /> La Iglesia de El Sagrario - 0.6 km / 0.4 mi <br /> Carondelet Palace - 0.6 km / 0.4 mi <br /> Magda Shopping - 0.6 km / 0.4 mi <br /> Catedral Metropolitana de Quito - 0.6 km / 0.4 mi <br /> Independence Square - 0.7 km / 0.4 mi <br /> Queen´s Arch - 0.7 km / 0.4 mi <br /> City Museum - 0.7 km / 0.4 mi <br /> Quito Eterno - 0.8 km / 0.5 mi <br /> </p><p>The preferred airport for La Casa del Centro is Mariscal Sucre Intl. Airport (UIO) - 42 km / 26.1 mi </p>
Nicosia,Cyprus,35.1746503,33.3638783,4,3,3,2,3,4,3,4,2,20.316666666666666,2,5.0,0,1,1,1,False,False,True,False,False,False,False,Ercan International Airport,ECN,LCEN,35.15470123291016,33.49610137939453,Merit Lefkosa Hotel & Casino,Not specified
Carcassonne,France,43.2130358,2.3491069,5,2,3,1,2,4,3,3,4,14.908333333333333,2,3.0,0,1,1,0,False,False,True,False,False,False,False,Carcassonne Airport,CCF,LFMK,43.21599960327149,2.3063199520111084,Hotel The Originals Carcassonne,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Saint-Jean Locks - 0.8 km / 0.5 mi <br /> Canal du Midi - 1.1 km / 0.7 mi <br /> Parc du Père Noël - 3.2 km / 2 mi <br /> Canal du Midi Harbor Master s Office - 3.3 km / 2 mi <br /> Musee du blason - vitrail - 3.4 km / 2.1 mi <br /> St. Vincent Church - 3.6 km / 2.2 mi <br /> Auditorium - Ancienne Chapelle des Jesuites - 3.7 km / 2.3 mi <br /> Museum of Fine Arts - 3.8 km / 2.3 mi <br /> Place Carnot - 3.8 km / 2.3 mi <br /> Theatre Jean-Alary - 3.9 km / 2.4 mi <br /> Maison des Memoires - 3.9 km / 2.4 mi <br /> Centre de Congrès Le Dôme - 4.3 km / 2.7 mi <br /> Raymond Chesa Leisure Park - 4.4 km / 2.7 mi <br /> Pont-Neuf de Carcassonne - 4.5 km / 2.8 mi <br /> Chapeau Rouge - 4.5 km / 2.8 mi <br /> </p><p>The nearest airports are:<br />Carcassonne (CCF-Pays Cathare) - 7.6 km / 4.7 mi<br /> Castres (DCM-Mazamet) - 55 km / 34.2 mi<br /> </p><p>The preferred airport for The Originals City  Hôtel Pont Rouge  Carcassonne is Carcassonne (CCF-Pays Cathare). </p>
Bologna,Italy,44.4938203,11.3426327,5,2,3,1,3,5,3,4,2,15.025,2,4.0,0,1,1,1,False,False,True,False,False,False,False,Bologna Guglielmo Marconi Airport,BLQ,LIPE,44.5354,11.2887,Hotel Persico's,Not specified
Alexandria,Egypt,31.1991806,29.8951716,4,2,3,3,3,4,2,4,2,21.849999999999998,1,5.0,0,1,1,1,True,False,False,False,False,False,False,El Nouzha Airport,ALY,HEAX,31.183900833129883,29.94890022277832,Hilton Alexandria Green Plaza,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Green Plaza Mall - 0.4 km / 0.2 mi <br /> Smouha Sporting Club - 2.9 km / 1.8 mi <br /> Alexandria Sporting Club - 4.4 km / 2.7 mi <br /> Al Muntaza Mosque - 4.6 km / 2.8 mi <br /> Al-Salam Theater - 4.6 km / 2.8 mi <br /> Royal Jewelry Museum - 4.7 km / 2.9 mi <br /> Stanley Bridge - 4.8 km / 3 mi <br /> Stanli Beach - 4.8 km / 3 mi <br /> Chatby Tombs - 4.9 km / 3 mi <br /> Alexandria National Museum - 6.8 km / 4.2 mi <br /> King Farouk Palace - 7.5 km / 4.7 mi <br /> Anfushi Tombs - 7.5 km / 4.7 mi <br /> Ruins of Caesareum - 7.5 km / 4.7 mi <br /> Alexandria University - 7.5 km / 4.7 mi <br /> Graeco-Roman Museum - 7.6 km / 4.7 mi <br /> </p><p>The nearest airports are:<br />Alexandria (ALY-Alexandria Intl.) - 3.2 km / 2 mi<br /> Alexandria (HBE-Borg El Arab) - 50.5 km / 31.4 mi<br /> </p><p>The preferred airport for Hilton Alexandria Green Plaza is Alexandria (ALY-Alexandria Intl.). </p>
Tallinn,Estonia,59.4372155,24.7453688,4,2,3,2,3,4,3,4,3,10.033333333333333,2,3.0,1,1,1,1,False,False,True,False,False,False,False,Tallinn Linnahall Heliport,\N,EECL,59.4486198425293,24.75322723388672,Nepi Hotell,Not specified
Paris,France,48.8588897,2.3200410217200766,5,2,3,1,5,5,4,5,2,13.266666666666666,3,3.0,0,1,1,1,False,False,True,False,False,False,False,Paris-Le Bourget Airport,LBG,LFPB,48.96939849853516,2.441390037536621,Kyriad Paris Ouest Colombes,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>La Défense - 6.7 km / 4.1 mi <br /> Rue du Faubourg Saint-Honore - 8.1 km / 5 mi <br /> Place de Clichy - 8.4 km / 5.2 mi <br /> Palais des Congrès de Paris - 8.4 km / 5.2 mi <br /> Stade de France - 8.6 km / 5.4 mi <br /> Bois de Boulogne - 8.7 km / 5.4 mi <br /> Grande Arche - 8.7 km / 5.4 mi <br /> Parc Monceau - 8.8 km / 5.4 mi <br /> Moulin Rouge - 8.8 km / 5.5 mi <br /> La Machine du Moulin Rouge - 8.8 km / 5.5 mi <br /> Jardin d Acclimatation - 9 km / 5.6 mi <br /> Louis Vuitton Foundation Museum - 9.3 km / 5.8 mi <br /> Paris La Défense Arena - 9.3 km / 5.8 mi <br /> Place Charles de Gaulle - 9.4 km / 5.8 mi <br /> Boulevard Haussmann - 9.6 km / 5.9 mi <br /> </p><p>The nearest airports are:<br />Paris Charles de Gaulle Airport (CDG) - 31.6 km / 19.6 mi<br /> Paris Orly Airport (ORY) - 41.9 km / 26 mi<br /> </p><p>The preferred airport for Kyriad Paris Ouest - Colombes is Paris Charles de Gaulle Airport (CDG). </p>
Cardiff,United Kingdom,51.4816546,-3.1791934,4,2,3,2,4,3,3,4,2,11.299999999999999,2,3.0,0,1,1,1,False,False,True,False,False,False,False,Cardiff International Airport,CWL,EGFF,51.39670181274414,-3.343329906463623,The Fairways Hotel,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Porthcawl Rest Bay Beach - 0.8 km / 0.5 mi <br /> Coney Beach - 0.9 km / 0.5 mi <br /> Royal Porthcawl Golf Club - 2 km / 1.3 mi <br /> Trecco Bay - 2.4 km / 1.5 mi <br /> Newton Beach - 3.1 km / 1.9 mi <br /> Traeth yr Afon - 3.3 km / 2 mi <br /> Pink Bay Beach - 3.3 km / 2 mi <br /> Pyle & Kenfig Golf Club - 4.4 km / 2.7 mi <br /> Kenfig Sands - 4.5 km / 2.8 mi <br /> Kenfig National Nature Reserve - 6.2 km / 3.8 mi <br /> Margam Sands - 9.7 km / 6 mi <br /> Margam Country Park - 10.5 km / 6.5 mi <br /> Southerndown Golf Club - 14.8 km / 9.2 mi <br /> Margam Castle - 14.9 km / 9.2 mi <br /> Coed-Y-Mwstwr Golf Club - 16.6 km / 10.3 mi <br /> </p><p>The preferred airport for The Fairways Hotel is Cardiff International Airport (CWL) - 37.6 km / 23.4 mi </p>
Hanoi,Vietnam,21.0283334,105.854041,5,3,3,1,3,5,3,4,2,24.816666666666666,1,2.0,0,1,1,1,False,True,False,False,False,False,False,Gia Lam Air Base,\N,VVGL,21.04050064086914,105.88600158691406,Hanoi Heart Hostel,Not specified
Dubai,United Arab Emirates,25.07428235,55.18853865430702,4,4,2,4,5,4,5,5,2,29.400000000000002,3,4.0,0,1,1,1,False,False,False,True,False,False,False,Dubai International Airport,DXB,OMDB,25.2527999878,55.3643989563,Mercure Hotel Apartments Dubai Barsha Heights,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Jebel Ali Race Course - 2 km / 1.3 mi <br /> Emirates Golf Club - 2.3 km / 1.4 mi <br /> American University of Dubai (AUD) - 2.6 km / 1.6 mi <br /> Al Sufouh Beach - 3.3 km / 2.1 mi <br /> Al Barsha Pond Park - 3.9 km / 2.4 mi <br /> Fatima Abdullah Mohammed Rasheed Mosque - 4.3 km / 2.7 mi <br /> Madinat Jumeirah - 4.9 km / 3 mi <br /> Ski Dubai - 5 km / 3.1 mi <br /> Mall of the Emirates - 5.6 km / 3.5 mi <br /> Dubai Police Museum - 7 km / 4.4 mi <br /> Dubai Marina Mall - 7.3 km / 4.6 mi <br /> The View at The Palm - 7.5 km / 4.7 mi <br /> Nakheel Mall - 7.5 km / 4.7 mi <br /> Mohammad Bin Ahmed Al Mulla Mosque - 7.9 km / 4.9 mi <br /> Skydive Dubai - 8.2 km / 5.1 mi <br /> </p><p>The nearest airports are:<br />Dubai Intl. Airport (DXB) - 28.8 km / 17.9 mi<br /> Al Maktoum Intl. Airport (DWC) - 43.1 km / 26.8 mi<br /> Sharjah (SHJ-Sharjah Intl.) - 55.1 km / 34.2 mi<br /> </p><p>The preferred airport for Mercure Hotel Apartments Dubai Barsha Heights is Dubai Intl. Airport (DXB). </p>
Sintra,Portugal,38.79846,-9.3881,5,3,5,2,2,4,3,3,4,16.083333333333332,2,3.0,1,1,1,0,False,False,True,False,False,False,False,Sintra Air Base,\N,LPST,38.8311,-9.33955,Solar do Magoito Guest House,Not specified
Zakynthos,Greece,37.78913845,20.790089567090195,3,3,4,5,4,4,3,2,3,19.433333333333334,2,4.0,0,1,1,1,False,False,True,False,False,False,False,"Zakynthos International Airport ""Dionysios Solomos""",ZTH,LGZA,37.7509,20.8843,Calypso Villas Zakynthos,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Ionian Sea - 0.1 km / 0.1 mi <br /> Amoudi Beach - 0.1 km / 0.1 mi <br /> Panagia Psarou - 1.8 km / 1.1 mi <br /> Psarou Beach - 1.9 km / 1.2 mi <br /> Alykanas Beach - 2.7 km / 1.7 mi <br /> Kavos Pasou - 2.9 km / 1.8 mi <br /> Alykes Beach - 3.9 km / 2.4 mi <br /> Amboula Beach - 5.8 km / 3.6 mi <br /> Tsilivi Waterpark - 7 km / 4.4 mi <br /> Gaidaros Beach - 7.2 km / 4.5 mi <br /> Dermatousa Monastery - 7.3 km / 4.5 mi <br /> Tsilivi Beach - 8.2 km / 5.1 mi <br /> Xigia Beach - 9.4 km / 5.8 mi <br /> Little Xigia - 10.9 km / 6.8 mi <br /> Zante Water Village - 12.5 km / 7.8 mi <br /> </p><p>The nearest airports are:<br />Zakynthos (ZTH-Zakynthos Intl.) - 17.5 km / 10.9 mi<br /> Argostolion (EFL-Kefalonia Island Intl.) - 129.6 km / 80.5 mi<br /> </p><p>The preferred airport for Calypso Villas Zakynthos is Zakynthos (ZTH-Zakynthos Intl.). </p>
Bandung,Indonesia,-6.9215529,107.6110212,4,3,4,2,3,4,3,3,3,22.55,1,3.0,0,1,1,0,False,True,False,False,False,False,False,Husein Sastranegara International Airport,BDO,WICC,-6.900629997253418,107.57599639892578,Sativa Sanggraloka,Not specified
Naples,Italy,40.8358846,14.2487679,5,3,3,3,4,5,3,4,2,17.45,2,3.0,0,1,1,1,False,False,True,False,False,False,False,Naples International Airport,NAP,LIRN,40.886002,14.2908,The Fresh,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Spaccanapoli - 0.3 km / 0.2 mi <br /> Piazza del Gesu Nuovo - 0.4 km / 0.2 mi <br /> Monastery of St. Clare - 0.4 km / 0.2 mi <br /> Church of Gesu Nuovo - 0.4 km / 0.3 mi <br /> University of Naples L Orientale - Palazzo del Mediterraneo - 0.4 km / 0.3 mi <br /> Via Toledo - 0.4 km / 0.3 mi <br /> University of Naples Federico II - 0.4 km / 0.3 mi <br /> Via Roma - 0.5 km / 0.3 mi <br /> Pignasecca Market - 0.5 km / 0.3 mi <br /> Santa Chiara - 0.5 km / 0.3 mi <br /> Piazza del Municipio - 0.5 km / 0.3 mi <br /> Castel Nuovo - 0.7 km / 0.5 mi <br /> Piazza Dante - 0.7 km / 0.5 mi <br /> Piazza San Domenico Maggiore - 0.7 km / 0.5 mi <br /> Casa e Chiesa di Santa Maria Francesca delle Cinque Piaghe - 0.8 km / 0.5 mi <br /> </p><p>The preferred airport for The Fresh is Naples Intl. Airport (NAP) - 6.3 km / 3.9 mi </p>
Sapporo,Japan,43.061936,141.3542924,4,3,4,2,3,4,3,4,3,13.955555555555556,2,4.0,0,1,1,1,False,True,False,False,False,False,False,New Chitose Airport,CTS,RJCC,42.77519989013672,141.69200134277344,Otaru Ryotei Kuramure,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Asarigawa Hot Spring - 0.2 km / 0.1 mi <br /> Ski Village Asari - 0.9 km / 0.6 mi <br /> Asari Sky Loop - 2.1 km / 1.3 mi <br /> Otarunai Lake - 2.6 km / 1.6 mi <br /> Sasson Golf Club - 3.6 km / 2.2 mi <br /> Mount Tengu - 7 km / 4.4 mi <br /> Shin Nihonkai Ferry - 7.4 km / 4.6 mi <br /> Syusenkan - 7.5 km / 4.6 mi <br /> Kita-no-homare Brewery Shusen-kan Museum - 7.5 km / 4.7 mi <br /> Otaru Music Box Museum - 7.6 km / 4.7 mi <br /> Sakaimachi Street - 7.8 km / 4.8 mi <br /> Park Otaru - 8.5 km / 5.3 mi <br /> Otaru Canal - 8.6 km / 5.3 mi <br /> Suitengu - 8.7 km / 5.4 mi <br /> Otaru City Art Museum - 8.7 km / 5.4 mi <br /> </p><p>The nearest airports are:<br />New Chitose Intl. Airport (CTS) - 79.1 km / 49.2 mi<br /> Sapporo Okadama Airport (OKD) - 34.2 km / 21.2 mi<br /> </p><p>The preferred airport for Kuramure is New Chitose Intl. Airport (CTS). </p>
